dataset,scenario,method,metric,score
lung_two_species,partially_annotated_batches_0,scANVI,lisi_c,0.991
lung_two_species,partially_annotated_batches_0,scANVI,lisi_f1,0.172
lung_two_species,partially_annotated_batches_0,scANVI,pos_rate,0.932081
lung_two_species,partially_annotated_batches_0,scANVI,truepos_rate,0.185645
lung_two_species,partially_annotated_batches_0,scDREAMER,ARI_cluster/label,0.619758
lung_two_species,partially_annotated_batches_0,scDREAMER,ASW_label,0.613432
lung_two_species,partially_annotated_batches_0,scDREAMER,ASW_label/batch,0.504121
lung_two_species,partially_annotated_batches_0,scDREAMER,NMI_cluster/label,0.834108
lung_two_species,partially_annotated_batches_0,scDREAMER,graph_conn,0.826072
lung_two_species,partially_annotated_batches_0,scDREAMER,lisi_b,0.002
lung_two_species,partially_annotated_batches_0,scDREAMER,lisi_c,0.997
lung_two_species,partially_annotated_batches_0,scDREAMER,lisi_f1,0.003
lung_two_species,partially_annotated_batches_0,scDREAMER,pos_rate,0.983285
lung_two_species,partially_annotated_batches_0,scDREAMER,truepos_rate,0.0821291
lung_two_species,partially_annotated_batches_0,scGEN,ARI_cluster/label,0.524199
lung_two_species,partially_annotated_batches_0,scGEN,ASW_label,0.568876
lung_two_species,partially_annotated_batches_0,scGEN,ASW_label/batch,0.645468
lung_two_species,partially_annotated_batches_0,scGEN,NMI_cluster/label,0.762762
lung_two_species,partially_annotated_batches_0,scGEN,graph_conn,0.887266
lung_two_species,partially_annotated_batches_0,scGEN,lisi_b,0.003
lung_two_species,partially_annotated_batches_0,scGEN,lisi_c,0.991
lung_two_species,partially_annotated_batches_0,scGEN,lisi_f1,0.007
lung_two_species,partially_annotated_batches_0,scGEN,pos_rate,0.937572
lung_two_species,partially_annotated_batches_0,scGEN,truepos_rate,0.0906069
lung_two_species,partially_annotated_batches_1,ItClust,ARI_cluster/label,0.192169
lung_two_species,partially_annotated_batches_1,ItClust,ASW_label,0.290814
lung_two_species,partially_annotated_batches_1,ItClust,ASW_label/batch,0.0380181
lung_two_species,partially_annotated_batches_1,ItClust,NMI_cluster/label,0.430046
lung_two_species,partially_annotated_batches_1,ItClust,graph_conn,0.677036
lung_two_species,partially_annotated_batches_1,ItClust,lisi_b,0
lung_two_species,partially_annotated_batches_1,ItClust,lisi_c,0.932
lung_two_species,partially_annotated_batches_1,ItClust,lisi_f1,0
lung_two_species,partially_annotated_batches_1,ItClust,pos_rate,0.587909
lung_two_species,partially_annotated_batches_1,ItClust,truepos_rate,0.114114
lung_two_species,partially_annotated_batches_1,scANVI,ARI_cluster/label,0.694988
lung_two_species,partially_annotated_batches_1,scANVI,ASW_label,0.600726
lung_two_species,partially_annotated_batches_1,scANVI,ASW_label/batch,0.822741
lung_two_species,partially_annotated_batches_1,scANVI,NMI_cluster/label,0.812705
lung_two_species,partially_annotated_batches_1,scANVI,graph_conn,0.987959
lung_two_species,partially_annotated_batches_1,scANVI,lisi_b,0.106
lung_two_species,partially_annotated_batches_1,scANVI,lisi_c,0.991
lung_two_species,partially_annotated_batches_1,scANVI,lisi_f1,0.192
lung_two_species,partially_annotated_batches_1,scANVI,pos_rate,0.932852
lung_two_species,partially_annotated_batches_1,scANVI,truepos_rate,0.202938
lung_two_species,partially_annotated_batches_1,scDREAMER,ARI_cluster/label,0.497056
lung_two_species,partially_annotated_batches_1,scDREAMER,ASW_label,0.601983
lung_two_species,partially_annotated_batches_1,scDREAMER,ASW_label/batch,0.525848
lung_two_species,partially_annotated_batches_1,scDREAMER,NMI_cluster/label,0.758813
lung_two_species,partially_annotated_batches_1,scDREAMER,graph_conn,0.90946
lung_two_species,partially_annotated_batches_1,scDREAMER,lisi_b,0.002
lung_two_species,partially_annotated_batches_1,scDREAMER,lisi_c,0.991
lung_two_species,partially_annotated_batches_1,scDREAMER,lisi_f1,0.004
lung_two_species,partially_annotated_batches_1,scDREAMER,pos_rate,0.937765
lung_two_species,partially_annotated_batches_1,scDREAMER,truepos_rate,0.08579
lung_two_species,partially_annotated_batches_1,scGEN,ARI_cluster/label,0.529101
lung_two_species,partially_annotated_batches_1,scGEN,ASW_label,0.5658
lung_two_species,partially_annotated_batches_1,scGEN,ASW_label/batch,0.640081
lung_two_species,partially_annotated_batches_1,scGEN,NMI_cluster/label,0.767255
lung_two_species,partially_annotated_batches_1,scGEN,graph_conn,0.855526
lung_two_species,partially_annotated_batches_1,scGEN,lisi_b,0.003
lung_two_species,partially_annotated_batches_1,scGEN,lisi_c,0.991
lung_two_species,partially_annotated_batches_1,scGEN,lisi_f1,0.007
lung_two_species,partially_annotated_batches_1,scGEN,pos_rate,0.939066
lung_two_species,partially_annotated_batches_1,scGEN,truepos_rate,0.0885838
lung_two_species,randomly_missing_30,ItClust,ARI_cluster/label,0.498968
lung_two_species,randomly_missing_30,ItClust,ASW_label,0.585226
lung_two_species,randomly_missing_30,ItClust,ASW_label/batch,0.490678
lung_two_species,randomly_missing_30,ItClust,NMI_cluster/label,0.685309
lung_two_species,randomly_missing_30,ItClust,graph_conn,0.608915
lung_two_species,randomly_missing_30,ItClust,isolated_label_F1,0.706944
lung_two_species,randomly_missing_30,ItClust,isolated_label_silhouette,0.562892
lung_two_species,randomly_missing_30,ItClust,kBET,0.087678
lung_two_species,randomly_missing_30,ItClust,lisi_b,0.147464
lung_two_species,randomly_missing_30,ItClust,lisi_c,0.97889
lung_two_species,randomly_missing_30,ItClust,lisi_f1,0.256315
lung_two_species,randomly_missing_30,ItClust,pos_rate,0.861898
lung_two_species,randomly_missing_30,ItClust,truepos_rate,0.236224
lung_two_species,randomly_missing_30,STACAS,ARI_cluster/label,0.55595
lung_two_species,randomly_missing_30,STACAS,ASW_label,0.617166
lung_two_species,randomly_missing_30,STACAS,ASW_label/batch,0.785212
lung_two_species,randomly_missing_30,STACAS,NMI_cluster/label,0.797051
lung_two_species,randomly_missing_30,STACAS,graph_conn,0.984741
lung_two_species,randomly_missing_30,STACAS,isolated_label_F1,0.831634
lung_two_species,randomly_missing_30,STACAS,isolated_label_silhouette,0.623434
lung_two_species,randomly_missing_30,STACAS,kBET,0.146899
lung_two_species,randomly_missing_30,STACAS,lisi_b,0.06129
lung_two_species,randomly_missing_30,STACAS,lisi_c,0.990974
lung_two_species,randomly_missing_30,STACAS,lisi_f1,0.11544
lung_two_species,randomly_missing_30,STACAS,pos_rate,0.930732
lung_two_species,randomly_missing_30,STACAS,truepos_rate,0.148844
lung_two_species,randomly_missing_30,scANVI,ARI_cluster/label,0.755349
lung_two_species,randomly_missing_30,scANVI,ASW_label,0.634756
lung_two_species,randomly_missing_30,scANVI,ASW_label/batch,0.844912
lung_two_species,randomly_missing_30,scANVI,NMI_cluster/label,0.860581
lung_two_species,randomly_missing_30,scANVI,graph_conn,0.991789
lung_two_species,randomly_missing_30,scANVI,isolated_label_F1,0.922339
lung_two_species,randomly_missing_30,scANVI,isolated_label_silhouette,0.640256
lung_two_species,randomly_missing_30,scANVI,kBET,0.156522
lung_two_species,randomly_missing_30,scANVI,lisi_b,0.120399
lung_two_species,randomly_missing_30,scANVI,lisi_c,0.994468
lung_two_species,randomly_missing_30,scANVI,lisi_f1,0.214793
lung_two_species,randomly_missing_30,scANVI,pos_rate,0.959393
lung_two_species,randomly_missing_30,scANVI,truepos_rate,0.216522
lung_two_species,randomly_missing_30,scDREAMER,ARI_cluster/label,0.593656
lung_two_species,randomly_missing_30,scDREAMER,ASW_label,0.648612
lung_two_species,randomly_missing_30,scDREAMER,ASW_label/batch,0.81532
lung_two_species,randomly_missing_30,scDREAMER,NMI_cluster/label,0.804572
lung_two_species,randomly_missing_30,scDREAMER,graph_conn,0.99414
lung_two_species,randomly_missing_30,scDREAMER,isolated_label_F1,0.99414
lung_two_species,randomly_missing_30,scDREAMER,isolated_label_silhouette,0.518448
lung_two_species,randomly_missing_30,scDREAMER,kBET,0.233749
lung_two_species,randomly_missing_30,scDREAMER,lisi_b,0.181455
lung_two_species,randomly_missing_30,scDREAMER,lisi_c,0.995002
lung_two_species,randomly_missing_30,scDREAMER,lisi_f1,0.306935
lung_two_species,randomly_missing_30,scDREAMER,pos_rate,0.970376
lung_two_species,randomly_missing_30,scDREAMER,truepos_rate,0.312524
lung_two_species,randomly_missing_30,scGEN,ARI_cluster/label,0.664061
lung_two_species,randomly_missing_30,scGEN,ASW_label,0.589209
lung_two_species,randomly_missing_30,scGEN,ASW_label/batch,0.903845
lung_two_species,randomly_missing_30,scGEN,NMI_cluster/label,0.804879
lung_two_species,randomly_missing_30,scGEN,graph_conn,0.976503
lung_two_species,randomly_missing_30,scGEN,isolated_label_F1,0.900893
lung_two_species,randomly_missing_30,scGEN,isolated_label_silhouette,0.592279
lung_two_species,randomly_missing_30,scGEN,kBET,0.317587
lung_two_species,randomly_missing_30,scGEN,lisi_b,0.229714
lung_two_species,randomly_missing_30,scGEN,lisi_c,0.992107
lung_two_species,randomly_missing_30,scGEN,lisi_f1,0.373051
lung_two_species,randomly_missing_30,scGEN,pos_rate,0.945135
lung_two_species,randomly_missing_30,scGEN,truepos_rate,0.385694
lung_two_species,randomly_missing_50,ItClust,ARI_cluster/label,0.378201
lung_two_species,randomly_missing_50,ItClust,ASW_label,0.493479
lung_two_species,randomly_missing_50,ItClust,ASW_label/batch,0.506076
lung_two_species,randomly_missing_50,ItClust,NMI_cluster/label,0.620579
lung_two_species,randomly_missing_50,ItClust,graph_conn,0.474327
lung_two_species,randomly_missing_50,ItClust,isolated_label_F1,0.563297
lung_two_species,randomly_missing_50,ItClust,isolated_label_silhouette,0.472229
lung_two_species,randomly_missing_50,ItClust,kBET,0.143344
lung_two_species,randomly_missing_50,ItClust,lisi_b,0.137793
lung_two_species,randomly_missing_50,ItClust,lisi_c,0.965836
lung_two_species,randomly_missing_50,ItClust,lisi_f1,0.241179
lung_two_species,randomly_missing_50,ItClust,pos_rate,0.78632
lung_two_species,randomly_missing_50,ItClust,truepos_rate,0.238391
lung_two_species,randomly_missing_50,STACAS,ARI_cluster/label,0.569432
lung_two_species,randomly_missing_50,STACAS,ASW_label,0.617066
lung_two_species,randomly_missing_50,STACAS,ASW_label/batch,0.769606
lung_two_species,randomly_missing_50,STACAS,NMI_cluster/label,0.788507
lung_two_species,randomly_missing_50,STACAS,graph_conn,0.983872
lung_two_species,randomly_missing_50,STACAS,isolated_label_F1,0.821191
lung_two_species,randomly_missing_50,STACAS,isolated_label_silhouette,0.621989
lung_two_species,randomly_missing_50,STACAS,kBET,0.138071
lung_two_species,randomly_missing_50,STACAS,lisi_b,0.0544745
lung_two_species,randomly_missing_50,STACAS,lisi_c,0.991026
lung_two_species,randomly_missing_50,STACAS,lisi_f1,0.103272
lung_two_species,randomly_missing_50,STACAS,pos_rate,0.929094
lung_two_species,randomly_missing_50,STACAS,truepos_rate,0.143304
lung_two_species,randomly_missing_50,scANVI,ARI_cluster/label,0.73185
lung_two_species,randomly_missing_50,scANVI,ASW_label,0.63066
lung_two_species,randomly_missing_50,scANVI,ASW_label/batch,0.848662
lung_two_species,randomly_missing_50,scANVI,NMI_cluster/label,0.845687
lung_two_species,randomly_missing_50,scANVI,graph_conn,0.990171
lung_two_species,randomly_missing_50,scANVI,isolated_label_F1,0.929923
lung_two_species,randomly_missing_50,scANVI,isolated_label_silhouette,0.636064
lung_two_species,randomly_missing_50,scANVI,kBET,0.157193
lung_two_species,randomly_missing_50,scANVI,lisi_b,0.123799
lung_two_species,randomly_missing_50,scANVI,lisi_c,0.994107
lung_two_species,randomly_missing_50,scANVI,lisi_f1,0.220178
lung_two_species,randomly_missing_50,scANVI,pos_rate,0.955925
lung_two_species,randomly_missing_50,scANVI,truepos_rate,0.221628
lung_two_species,randomly_missing_50,scDREAMER,ARI_cluster/label,0.540337
lung_two_species,randomly_missing_50,scDREAMER,ASW_label,0.642438
lung_two_species,randomly_missing_50,scDREAMER,ASW_label/batch,0.829302
lung_two_species,randomly_missing_50,scDREAMER,NMI_cluster/label,0.781103
lung_two_species,randomly_missing_50,scDREAMER,graph_conn,0.989941
lung_two_species,randomly_missing_50,scDREAMER,isolated_label_F1,0.989941
lung_two_species,randomly_missing_50,scDREAMER,isolated_label_silhouette,0.508863
lung_two_species,randomly_missing_50,scDREAMER,kBET,0.236827
lung_two_species,randomly_missing_50,scDREAMER,lisi_b,0.19987
lung_two_species,randomly_missing_50,scDREAMER,lisi_c,0.993338
lung_two_species,randomly_missing_50,scDREAMER,lisi_f1,0.332781
lung_two_species,randomly_missing_50,scDREAMER,pos_rate,0.959827
lung_two_species,randomly_missing_50,scDREAMER,truepos_rate,0.337813
lung_two_species,randomly_missing_50,scGEN,ARI_cluster/label,0.588858
lung_two_species,randomly_missing_50,scGEN,ASW_label,0.578378
lung_two_species,randomly_missing_50,scGEN,ASW_label/batch,0.862582
lung_two_species,randomly_missing_50,scGEN,NMI_cluster/label,0.780384
lung_two_species,randomly_missing_50,scGEN,graph_conn,0.976346
lung_two_species,randomly_missing_50,scGEN,isolated_label_F1,0.852578
lung_two_species,randomly_missing_50,scGEN,isolated_label_silhouette,0.579546
lung_two_species,randomly_missing_50,scGEN,kBET,0.319623
lung_two_species,randomly_missing_50,scGEN,lisi_b,0.199443
lung_two_species,randomly_missing_50,scGEN,lisi_c,0.991203
lung_two_species,randomly_missing_50,scGEN,lisi_f1,0.332069
lung_two_species,randomly_missing_50,scGEN,pos_rate,0.939933
lung_two_species,randomly_missing_50,scGEN,truepos_rate,0.375048
lung_two_species,randomly_missing_70,ItClust,ARI_cluster/label,0.355495
lung_two_species,randomly_missing_70,ItClust,ASW_label,0.406018
lung_two_species,randomly_missing_70,ItClust,ASW_label/batch,0.412743
lung_two_species,randomly_missing_70,ItClust,NMI_cluster/label,0.607164
lung_two_species,randomly_missing_70,ItClust,graph_conn,0.599744
lung_two_species,randomly_missing_70,ItClust,isolated_label_F1,0.546747
lung_two_species,randomly_missing_70,ItClust,isolated_label_silhouette,0.39081
lung_two_species,randomly_missing_70,ItClust,kBET,0.105295
lung_two_species,randomly_missing_70,ItClust,lisi_b,0.112948
lung_two_species,randomly_missing_70,ItClust,lisi_c,0.972485
lung_two_species,randomly_missing_70,ItClust,lisi_f1,0.202389
lung_two_species,randomly_missing_70,ItClust,pos_rate,0.730299
lung_two_species,randomly_missing_70,ItClust,truepos_rate,0.214258
lung_two_species,randomly_missing_70,STACAS,ARI_cluster/label,0.591763
lung_two_species,randomly_missing_70,STACAS,ASW_label,0.616403
lung_two_species,randomly_missing_70,STACAS,ASW_label/batch,0.785733
lung_two_species,randomly_missing_70,STACAS,NMI_cluster/label,0.79083
lung_two_species,randomly_missing_70,STACAS,graph_conn,0.983333
lung_two_species,randomly_missing_70,STACAS,isolated_label_F1,0.832149
lung_two_species,randomly_missing_70,STACAS,isolated_label_silhouette,0.62209
lung_two_species,randomly_missing_70,STACAS,kBET,0.146771
lung_two_species,randomly_missing_70,STACAS,lisi_b,0.0599421
lung_two_species,randomly_missing_70,STACAS,lisi_c,0.99092
lung_two_species,randomly_missing_70,STACAS,lisi_f1,0.113046
lung_two_species,randomly_missing_70,STACAS,pos_rate,0.92789
lung_two_species,randomly_missing_70,STACAS,truepos_rate,0.149566
lung_two_species,randomly_missing_70,scANVI,ARI_cluster/label,0.725178
lung_two_species,randomly_missing_70,scANVI,ASW_label,0.629744
lung_two_species,randomly_missing_70,scANVI,ASW_label/batch,0.846467
lung_two_species,randomly_missing_70,scANVI,NMI_cluster/label,0.840593
lung_two_species,randomly_missing_70,scANVI,graph_conn,0.989351
lung_two_species,randomly_missing_70,scANVI,isolated_label_F1,0.919982
lung_two_species,randomly_missing_70,scANVI,isolated_label_silhouette,0.634669
lung_two_species,randomly_missing_70,scANVI,kBET,0.159561
lung_two_species,randomly_missing_70,scANVI,lisi_b,0.121195
lung_two_species,randomly_missing_70,scANVI,lisi_c,0.993661
lung_two_species,randomly_missing_70,scANVI,lisi_f1,0.21604
lung_two_species,randomly_missing_70,scANVI,pos_rate,0.953565
lung_two_species,randomly_missing_70,scANVI,truepos_rate,0.215173
lung_two_species,randomly_missing_70,scDREAMER,ARI_cluster/label,0.489962
lung_two_species,randomly_missing_70,scDREAMER,ASW_label,0.635196
lung_two_species,randomly_missing_70,scDREAMER,ASW_label/batch,0.831635
lung_two_species,randomly_missing_70,scDREAMER,NMI_cluster/label,0.762998
lung_two_species,randomly_missing_70,scDREAMER,graph_conn,0.988903
lung_two_species,randomly_missing_70,scDREAMER,isolated_label_F1,0.988903
lung_two_species,randomly_missing_70,scDREAMER,isolated_label_silhouette,0.502851
lung_two_species,randomly_missing_70,scDREAMER,kBET,0.252588
lung_two_species,randomly_missing_70,scDREAMER,lisi_b,0.187776
lung_two_species,randomly_missing_70,scDREAMER,lisi_c,0.991704
lung_two_species,randomly_missing_70,scDREAMER,lisi_f1,0.315764
lung_two_species,randomly_missing_70,scDREAMER,pos_rate,0.945809
lung_two_species,randomly_missing_70,scDREAMER,truepos_rate,0.326927
lung_two_species,randomly_missing_70,scGEN,ARI_cluster/label,0.555742
lung_two_species,randomly_missing_70,scGEN,ASW_label,0.575155
lung_two_species,randomly_missing_70,scGEN,ASW_label/batch,0.802752
lung_two_species,randomly_missing_70,scGEN,NMI_cluster/label,0.770143
lung_two_species,randomly_missing_70,scGEN,graph_conn,0.959531
lung_two_species,randomly_missing_70,scGEN,isolated_label_F1,0.82824
lung_two_species,randomly_missing_70,scGEN,isolated_label_silhouette,0.575956
lung_two_species,randomly_missing_70,scGEN,kBET,0.283426
lung_two_species,randomly_missing_70,scGEN,lisi_b,0.150197
lung_two_species,randomly_missing_70,scGEN,lisi_c,0.990714
lung_two_species,randomly_missing_70,scGEN,lisi_f1,0.260848
lung_two_species,randomly_missing_70,scGEN,pos_rate,0.937909
lung_two_species,randomly_missing_70,scGEN,truepos_rate,0.342389
lung_two_species,randomly_wrong_30,ItClust,ARI_cluster/label,0.456108
lung_two_species,randomly_wrong_30,ItClust,ASW_label,0.568941
lung_two_species,randomly_wrong_30,ItClust,ASW_label/batch,0.435829
lung_two_species,randomly_wrong_30,ItClust,NMI_cluster/label,0.499528
lung_two_species,randomly_wrong_30,ItClust,graph_conn,0.654614
lung_two_species,randomly_wrong_30,ItClust,kBET,0.0842181
lung_two_species,randomly_wrong_30,ItClust,lisi_b,0.178625
lung_two_species,randomly_wrong_30,ItClust,lisi_c,0.948217
lung_two_species,randomly_wrong_30,ItClust,lisi_f1,0.300619
lung_two_species,randomly_wrong_30,ItClust,pos_rate,0.648459
lung_two_species,randomly_wrong_30,ItClust,truepos_rate,0.1592
lung_two_species,randomly_wrong_30,STACAS,ARI_cluster/label,0.610512
lung_two_species,randomly_wrong_30,STACAS,ASW_label,0.63539
lung_two_species,randomly_wrong_30,STACAS,ASW_label/batch,0.78272
lung_two_species,randomly_wrong_30,STACAS,NMI_cluster/label,0.798047
lung_two_species,randomly_wrong_30,STACAS,graph_conn,0.984087
lung_two_species,randomly_wrong_30,STACAS,kBET,0.16882
lung_two_species,randomly_wrong_30,STACAS,lisi_b,0.0851638
lung_two_species,randomly_wrong_30,STACAS,lisi_c,0.991145
